quote_id,novel,has_gold,gold_rank,quote_type
AlicesAdventuresInWonderland_155,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_156,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_157,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_158,AlicesAdventuresInWonderland,True,2,Explicit
AlicesAdventuresInWonderland_159,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_16,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_160,AlicesAdventuresInWonderland,True,1,Anaphoric
AlicesAdventuresInWonderland_161,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_162,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_163,AlicesAdventuresInWonderland,True,2,Anaphoric
AlicesAdventuresInWonderland_164,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_165,AlicesAdventuresInWonderland,False,-1,Explicit
AlicesAdventuresInWonderland_166,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_167,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_168,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_169,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_17,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_170,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_171,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_172,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_173,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_174,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_175,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_176,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_177,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_178,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_179,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_18,AlicesAdventuresInWonderland,True,2,Anaphoric
AlicesAdventuresInWonderland_180,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_181,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_182,AlicesAdventuresInWonderland,True,2,Anaphoric
AlicesAdventuresInWonderland_183,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_184,AlicesAdventuresInWonderland,False,-1,Anaphoric
AlicesAdventuresInWonderland_185,AlicesAdventuresInWonderland,False,-1,Explicit
AlicesAdventuresInWonderland_186,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_187,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_188,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_189,AlicesAdventuresInWonderland,True,1,Anaphoric
AlicesAdventuresInWonderland_19,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_190,AlicesAdventuresInWonderland,True,1,Anaphoric
AlicesAdventuresInWonderland_191,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_192,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_193,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_194,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_195,AlicesAdventuresInWonderland,True,2,Anaphoric
AlicesAdventuresInWonderland_196,AlicesAdventuresInWonderland,True,1,Anaphoric
AlicesAdventuresInWonderland_197,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_198,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_199,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_2,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_20,AlicesAdventuresInWonderland,True,2,Anaphoric
AlicesAdventuresInWonderland_200,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_201,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_202,AlicesAdventuresInWonderland,False,-1,Explicit
AlicesAdventuresInWonderland_203,AlicesAdventuresInWonderland,True,1,Anaphoric
AlicesAdventuresInWonderland_204,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_205,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_206,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_207,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_208,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_209,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_21,AlicesAdventuresInWonderland,True,1,Anaphoric
AlicesAdventuresInWonderland_210,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_211,AlicesAdventuresInWonderland,True,1,Anaphoric
AlicesAdventuresInWonderland_212,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_213,AlicesAdventuresInWonderland,True,1,Anaphoric
AlicesAdventuresInWonderland_214,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_215,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_216,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_217,AlicesAdventuresInWonderland,True,1,Anaphoric
AlicesAdventuresInWonderland_218,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_219,AlicesAdventuresInWonderland,True,1,Anaphoric
AlicesAdventuresInWonderland_22,AlicesAdventuresInWonderland,True,1,Anaphoric
AlicesAdventuresInWonderland_220,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_221,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_222,AlicesAdventuresInWonderland,True,2,Anaphoric
AlicesAdventuresInWonderland_223,AlicesAdventuresInWonderland,True,2,Anaphoric
AlicesAdventuresInWonderland_224,AlicesAdventuresInWonderland,True,1,Anaphoric
AlicesAdventuresInWonderland_225,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_226,AlicesAdventuresInWonderland,True,1,Anaphoric
AlicesAdventuresInWonderland_227,AlicesAdventuresInWonderland,False,-1,Explicit
AlicesAdventuresInWonderland_228,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_229,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_23,AlicesAdventuresInWonderland,True,1,Anaphoric
AlicesAdventuresInWonderland_230,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_231,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_232,AlicesAdventuresInWonderland,True,1,Anaphoric
AlicesAdventuresInWonderland_233,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_234,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_235,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_236,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_237,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_238,AlicesAdventuresInWonderland,True,1,Anaphoric
AlicesAdventuresInWonderland_239,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_24,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_240,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_241,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_242,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_243,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_244,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_245,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_246,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_247,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_248,AlicesAdventuresInWonderland,True,2,Anaphoric
AlicesAdventuresInWonderland_249,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_25,AlicesAdventuresInWonderland,True,1,Anaphoric
AlicesAdventuresInWonderland_250,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_251,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_252,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_253,AlicesAdventuresInWonderland,True,2,Anaphoric
AlicesAdventuresInWonderland_254,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_255,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_256,AlicesAdventuresInWonderland,False,-1,Explicit
AlicesAdventuresInWonderland_257,AlicesAdventuresInWonderland,True,1,Anaphoric
AlicesAdventuresInWonderland_258,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_259,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_26,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_260,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_261,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_262,AlicesAdventuresInWonderland,False,-1,Explicit
AlicesAdventuresInWonderland_263,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_264,AlicesAdventuresInWonderland,True,1,Anaphoric
AlicesAdventuresInWonderland_265,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_266,AlicesAdventuresInWonderland,True,1,Anaphoric
AlicesAdventuresInWonderland_267,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_268,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_269,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_27,AlicesAdventuresInWonderland,True,1,Anaphoric
AlicesAdventuresInWonderland_270,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_271,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_272,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_273,AlicesAdventuresInWonderland,False,-1,Explicit
AlicesAdventuresInWonderland_274,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_275,AlicesAdventuresInWonderland,True,1,Anaphoric
AlicesAdventuresInWonderland_276,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_277,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_278,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_279,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_28,AlicesAdventuresInWonderland,True,2,Anaphoric
AlicesAdventuresInWonderland_280,AlicesAdventuresInWonderland,True,1,Anaphoric
AlicesAdventuresInWonderland_281,AlicesAdventuresInWonderland,True,1,Anaphoric
AlicesAdventuresInWonderland_282,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_283,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_284,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_285,AlicesAdventuresInWonderland,True,1,Anaphoric
AlicesAdventuresInWonderland_286,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_287,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_288,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_289,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_29,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_290,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_291,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_292,AlicesAdventuresInWonderland,True,1,Anaphoric
AlicesAdventuresInWonderland_293,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_294,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_295,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_296,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_297,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_298,AlicesAdventuresInWonderland,True,2,Explicit
AlicesAdventuresInWonderland_299,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_3,AlicesAdventuresInWonderland,True,1,Anaphoric
AlicesAdventuresInWonderland_30,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_300,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_301,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_302,AlicesAdventuresInWonderland,True,1,Anaphoric
AlicesAdventuresInWonderland_303,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_304,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_305,AlicesAdventuresInWonderland,False,-1,Explicit
AlicesAdventuresInWonderland_306,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_307,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_308,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_309,AlicesAdventuresInWonderland,True,1,Anaphoric
AlicesAdventuresInWonderland_31,AlicesAdventuresInWonderland,True,1,Anaphoric
AlicesAdventuresInWonderland_310,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_311,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_312,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_313,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_314,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_315,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_316,AlicesAdventuresInWonderland,True,1,Anaphoric
AlicesAdventuresInWonderland_317,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_318,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_319,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_32,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_320,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_321,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_322,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_323,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_324,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_325,AlicesAdventuresInWonderland,True,1,Anaphoric
AlicesAdventuresInWonderland_326,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_327,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_328,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_329,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_33,AlicesAdventuresInWonderland,True,1,Anaphoric
AlicesAdventuresInWonderland_330,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_331,AlicesAdventuresInWonderland,True,1,Anaphoric
AlicesAdventuresInWonderland_332,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_333,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_334,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_335,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_336,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_337,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_338,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_339,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_34,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_340,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_341,AlicesAdventuresInWonderland,True,1,Anaphoric
AlicesAdventuresInWonderland_342,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_343,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_344,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_345,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_346,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_347,AlicesAdventuresInWonderland,False,-1,Explicit
AlicesAdventuresInWonderland_348,AlicesAdventuresInWonderland,True,2,Anaphoric
AlicesAdventuresInWonderland_349,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_35,AlicesAdventuresInWonderland,False,-1,Explicit
AlicesAdventuresInWonderland_350,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_351,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_352,AlicesAdventuresInWonderland,True,1,Anaphoric
AlicesAdventuresInWonderland_353,AlicesAdventuresInWonderland,True,3,Anaphoric
AlicesAdventuresInWonderland_354,AlicesAdventuresInWonderland,False,-1,Anaphoric
AlicesAdventuresInWonderland_355,AlicesAdventuresInWonderland,False,-1,Explicit
AlicesAdventuresInWonderland_356,AlicesAdventuresInWonderland,False,-1,Explicit
AlicesAdventuresInWonderland_357,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_358,AlicesAdventuresInWonderland,True,1,Anaphoric
AlicesAdventuresInWonderland_359,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_36,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_360,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_361,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_362,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_363,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_364,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_365,AlicesAdventuresInWonderland,True,2,Anaphoric
AlicesAdventuresInWonderland_366,AlicesAdventuresInWonderland,False,-1,Explicit
AlicesAdventuresInWonderland_367,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_368,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_369,AlicesAdventuresInWonderland,True,3,Anaphoric
AlicesAdventuresInWonderland_37,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_370,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_371,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_372,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_373,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_374,AlicesAdventuresInWonderland,False,-1,Explicit
AlicesAdventuresInWonderland_375,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_376,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_377,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_378,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_379,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_38,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_380,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_381,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_382,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_383,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_384,AlicesAdventuresInWonderland,False,-1,Anaphoric
AlicesAdventuresInWonderland_385,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_386,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_387,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_388,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_389,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_39,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_390,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_391,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_392,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_393,AlicesAdventuresInWonderland,True,3,Anaphoric
AlicesAdventuresInWonderland_394,AlicesAdventuresInWonderland,True,2,Anaphoric
AlicesAdventuresInWonderland_395,AlicesAdventuresInWonderland,False,-1,Explicit
AlicesAdventuresInWonderland_396,AlicesAdventuresInWonderland,True,1,Anaphoric
AlicesAdventuresInWonderland_397,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_398,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_399,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_4,AlicesAdventuresInWonderland,True,1,Anaphoric
AlicesAdventuresInWonderland_40,AlicesAdventuresInWonderland,True,1,Anaphoric
AlicesAdventuresInWonderland_400,AlicesAdventuresInWonderland,True,1,Anaphoric
