Quote_ID,Failure_Category,Gold_Speaker,Candidate_List,Quote,Context (Referring Expression),Explicit Signals Present?,Pronouns Detected,Proper Names Detected,Dialogue Tag Detected,Previous Speaker,Conversation Turn Index,Discourse Context Length,ANNOTATION: Primary Category,ANNOTATION: Secondary Category,ANNOTATION: Evidence,ANNOTATION: Context Window Needed,ANNOTATION: Confidence,ANNOTATION: Explicit Alternative Feasible?,ANNOTATION: Notes,LR_Prediction,GBM_Prediction
AlicesAdventuresInWonderland_640,Both_Fail,The King Of Hearts,The Queen | Alice | The Cook | The King Of Hearts | The White Rabbit | The Hatter | The Dormouse,"Really, my
dear, _you_ must cross-examine the next witness. It quite makes my
forehead ache!",he added in an undertone to the Queen,No,he,Queen,added,The Queen,641.0,37.0,Pragmatics: Speaker–Addressee Semantics,Discourse: Speaker Continuity,explicit addressee,Conversation,High,Unsure,"The quote is directed specifically to the Queen, and the narration states it is spoken ""to the Queen."" The primary reasoning required is determining which participant would naturally address that addressee in the ongoing exchange.",The Queen,The Queen
PrideAndPrejudice_979,Explicit_Present_But_Fail,Mrs. Bennet,George Wickham | Kitty | Jane | Mr. Bennet | Mrs. Hill | Mrs. Gardiner | Elizabeth | Mr. Gardiner | Mary | Lydia | Mrs. Bennet,"My dear, dear Lydia! This is delightful indeed!--She will
be married!--I shall see her again!--She will be married at sixteen!--My
good, kind brother!--I knew how it would be--I knew he would manage
every thing. How I long to see her! and to see dear Wickham too! But the
clothes, the wedding clothes! I will write to my sister Gardiner about
them directly. Lizzy, my dear, run down to your father, and ask him how
much he will give her. Stay, stay, I will go myself. Ring the bell,
Kitty, for Hill. I will put on my things in a moment. My dear, dear
Lydia!--How merry we shall be together when we meet!",she cried,Yes,she,,cried,Elizabeth,980.0,9.0,Reference: Pronominal Coreference,Discourse: Speaker Continuity,pronoun,Local,High,Yes,"The attribution depends on resolving ""she cried."" Once the pronoun is linked correctly, the speaker is explicitly identified.",George Wickham,Mr. Bennet
PrideAndPrejudice_408,Explicit_Present_But_Fail,Elizabeth,Kitty | Jane | Mr. Denney | Mr. Collins | Elizabeth | Mr. Darcy | Charlotte Lucas | Mary | Lydia,"When you met us there the other day, we had just
been forming a new acquaintance.",She answered in the affirmative and unable to resist the temptation added,Yes,she,She,"added, answered",Mr. Darcy,409.0,73.0,Reference: Pronominal Coreference,Discourse: Speaker Continuity,pronoun,Local,High,Yes,"The narration begins with ""She answered..."", making pronoun resolution the essential missing capability. The longer discourse provides support but is not the primary source of ambiguity.",Mr. Denney,Mr. Denney
PrideAndPrejudice_675,Both_Fail,Colonel Fitzwilliam,Elizabeth | Mr. Darcy | Charlotte Lucas | Colonel Fitzwilliam,"Yes--if Darcy does not put it off again. But I am at his disposal. He
arranges the business just as he pleases.",,No,,,,Elizabeth,676.0,3.0,Discourse: Speaker Continuity,Topic Continuation,"dialogue tag absent, topic continuation",Nearby,High,Yes,No referring expression identifies the speaker. The attribution depends on recognizing the expected alternation of speakers and the continuation of the same conversational topic.,Charlotte Lucas,Charlotte Lucas
DaisyMiller_240,Explicit_Present_But_Fail,Mrs. Miller,Eugenio | Daisy Miller | Mrs. Miller | Winterbourne,"Oh, Daisy; now we can go!",said Mrs Miller,Yes,,"Mrs, Miller",said,Daisy Miller,241.0,15.0,Reference: Lexical Normalization / Alias Matching,Other / Unclassified,alias,Local,High,Yes,"The speaker is explicitly named (""said Mrs Miller""). The failure therefore stems from matching the named alias or surface form rather than requiring broader discourse reasoning.",Daisy Miller,Daisy Miller
PrideAndPrejudice_591,Explicit_Present_But_Fail,Elizabeth,Elizabeth | Charlotte Lucas | Mr. Gardiner | Mrs. Gardiner,"My dear, dear
aunt, what delight! what felicity! You give me
fresh life and vigour. Adieu to disappointment and spleen. What are men
to rocks and mountains? Oh! what hours of transport we shall spend! And
when we _do_ return, it shall not be like other travellers, without
being able to give one accurate idea of any thing. We _will_ know where
we have gone--we _will_ recollect what we have seen. Lakes, mountains,
and rivers, shall not be jumbled together in our imaginations; nor, when
we attempt to describe any particular scene, will we begin quarrelling
about its relative situation. Let _our_ first effusions be less
insupportable than those of the generality of travellers.",she rapturously cried,Yes,she,,cried,Mrs. Gardiner,592.0,21.0,Reference: Pronominal Coreference,Pragmatics: Speaker–Addressee Semantics,"pronoun, explicit addressee",Local,High,Yes,"Although the speech is directed to the speaker's aunt, the narration already attributes it using ""she rapturously cried."" Resolving the pronoun is the primary missing capability; the addressee provides supporting evidence. next EXP010 Annotation Batch 001 (Part 3: Quotes 17–25) Following the established coding manual. Model predictions have been ignored. Source:",Charlotte Lucas,Mrs. Gardiner
PrideAndPrejudice_765,Both_Fail,Jane,George Wickham | Miss Darcy | Jane | Mr. Bennet | Elizabeth | Mr. Darcy | Mary | Lydia,"I do not know when I have been more shocked, Wickham so
very bad! It is almost past belief. And poor Mr. Darcy! dear Lizzy, only
consider what he must have suffered. Such a disappointment! and with the
knowledge of your ill opinion too! and having to relate such a thing of
his sister! It is really too distressing. I am sure you must feel it
so.",said she,No,she,,said,Elizabeth,766.0,8.0,Reference: Pronominal Coreference,Discourse: Speaker Continuity,pronoun,Local,High,Yes,"The attribution depends on resolving the pronoun in ""said she."" Although the surrounding conversation provides context, the primary missing capability is coreference resolution.",George Wickham,George Wickham
PrideAndPrejudice_998,Explicit_Present_But_Fail,Lydia,George Wickham | Jane | Mr. Bennet | Mrs. Gardiner | Elizabeth | Mr. Stone | Mr. Darcy | Mr. Gardiner | Lydia | Mrs. Bennet,"Well, and so we breakfasted at ten as usual; I thought it would never
be over; for, by the bye, you are to understand, that my uncle and aunt
were horrid unpleasant all the time I was with them. If you'll believe
me, I did not once put my foot out of doors, though I was there a
fortnight. Not one party, or scheme, or any thing. To be sure London was
rather thin, but however the little Theatre was open. Well, and so just
as the carriage came to the door, my uncle was called away upon business
to that horrid man Mr. Stone. And then, you know, when once they get
together, there is no end of it. Well, I was so frightened I did not
know what to do, for my uncle was to give me away; and if we were beyond
the hour, we could not be married all day. But, luckily, he came back
again in ten minutes time, and then we all set out. However, I
recollected afterwards, that if he _had_ been prevented going, the
wedding need not be put off, for Mr. Darcy might have done as well.",,Yes,,,,Elizabeth,999.0,3.0,Discourse: Speaker Continuity,Topic Continuation,"dialogue tag absent, topic continuation",Nearby,High,Yes,The quotation lacks an explicit speaker reference and continues an uninterrupted first-person narrative. Identifying the speaker relies on recognizing that the same speaker retains the conversational floor.,George Wickham,Elizabeth
PrideAndPrejudice_904,Both_Fail,Mrs. Bennet,George Wickham | Kitty | Jane | Mr. Bennet | Mr. Collins | Mrs. Gardiner | Elizabeth | Charlotte Lucas | Mr. Gardiner | Colonel Forster | Mary | Lydia | Mrs. Bennet,"If I had been able, to carry my point of going to Brighton,
with all my family, _this_ would not have happened; but poor dear Lydia
had nobody to take care of her. Why did the Forsters ever let her go out
of their sight? I am sure there was some great neglect or other on their
side, for she is not the kind of girl to do such a thing, if she had
been well looked after. I always thought they were very unfit to have
the charge of her; but I was over-ruled, as I always am. Poor dear
child! And now here's Mr. Bennet gone away, and I know he will fight
Wickham, wherever he meets him, and then he will be killed, and what is
to become of us all? The Collinses will turn us out, before he is cold
in his grave; and if you are not kind to us, brother, I do not know what
we shall do.",said she,No,she,,said,Jane,905.0,8.0,Reference: Pronominal Coreference,Discourse: Speaker Continuity,pronoun,Local,High,Yes,"The narration attributes the speech using ""said she."" The principal failure mechanism is resolving the pronoun to the appropriate antecedent.",George Wickham,Jane
PrideAndPrejudice_125,Both_Fail,Mr. Darcy,Elizabeth | Sir William Lucas | Mr. Darcy | Miss Bingley,I should imagine not.,,No,,,,Sir William Lucas,126.0,3.0,Discourse: Speaker Continuity,Other / Unclassified,"dialogue tag absent, topic continuation",Nearby,High,Yes,The quote provides no explicit attribution. The speaker is identified by following the immediate conversational exchange and expected response sequence.,Sir William Lucas,Sir William Lucas
PrideAndPrejudice_224,GBM_Only,Mrs. Bennet,Kitty | Mr. Bingley | Miss Bingley | Elizabeth | Mr. Darcy | Lydia | Mrs. Bennet,"I cannot see that London has any great advantage over the country for
my part, except the shops and public places. The country is a vast deal
pleasanter, is not it, Mr. Bingley?",,No,,,,Elizabeth,225.0,3.0,Pragmatics: Speaker–Addressee Semantics,Discourse: Speaker Continuity,"explicit addressee, dialogue tag absent",Conversation,Medium,Unsure,"The utterance is directed specifically to Mr. Bingley. Recovering the speaker requires reasoning about who is addressing him within the current interaction, rather than relying on an explicit referring expression.",Mr. Darcy,Mrs. Bennet
DaisyMiller_535,Both_Fail,Mrs. Miller,Randolph | Mrs. Miller | Mr. Giovanelli | Daisy Miller | Winterbourne,"Daisy spoke of you the other day, Half the time she doesn t know what she s saying, but that time I think
she did. She gave me a message she told me to tell you. She told me to
tell you that she never was engaged to that handsome Italian. I am sure
I am very glad; Mr. Giovanelli hasn t been near us since she was taken
ill. I thought he was so much of a gentleman; but I don t call that
very polite! A lady told me that he was afraid I was angry with him for
taking Daisy round at night. Well, so I am, but I suppose he knows I m a
lady. I would scorn to scold him. Anyway, she says she s not engaged. I
don t know why she wanted you to know, but she said to me three times, And then she told me to ask if you
remembered the time you went to that castle in Switzerland. But I said
I wouldn t give any such messages as that. Only, if she is not engaged,
I m sure I m glad to know it.",she said to him,No,"him, she",,said,Daisy Miller,536.0,15.0,Pragmatics: Speaker–Addressee Semantics,Discourse: Speaker Continuity,"explicit addressee, dialogue tag absent",Conversation,Medium,Unsure,"The narration identifies only that the speech is addressed to ""him."" The attribution depends primarily on interpreting the speaker–addressee relationship within the dialogue rather than on lexical reference.",Randolph,Randolph
AlicesAdventuresInWonderland_632,GBM_Only,The King Of Hearts,"Hare | The Queen | Alice | The Cook | The King Of Hearts | Two | The White Rabbit | Bill, The Lizard | The Dormouse | Five | The Hatter | Seven | The Gryphon | The Knave Of Hearts","Give your evidence,",said the King,No,,King,said,The Queen,633.0,13.0,Reference: Lexical Normalization / Alias Matching,Other / Unclassified,alias,Local,High,Yes,"The dialogue tag explicitly names the speaker (""said the King""). The failure is therefore attributable to matching the named entity rather than maintaining discourse state.",Hare,The King Of Hearts
PrideAndPrejudice_642,Both_Fail,Elizabeth,Lady Catherine De Bourgh | Elizabeth | Mr. Darcy | Charlotte Lucas | Colonel Fitzwilliam,"You shall hear then--but prepare yourself for something very dreadful.
The first time of my ever seeing him in Hertfordshire, you must know,
was at a ball--and at this ball, what do you think he did? He danced
only four dances! I am sorry to pain you--but so it was. He danced only
four dances, though gentlemen were scarce; and, to my certain knowledge,
more than one young lady was sitting down in want of a partner. Mr.
Darcy, you cannot deny the fact.",,No,,,,Mr. Darcy,643.0,3.0,Discourse: Speaker Continuity,Pragmatics: Speaker–Addressee Semantics,"explicit addressee, dialogue tag absent, topic continuation",Nearby,Medium,Yes,"The speaker continues the existing conversational thread before directly addressing Mr. Darcy. The discourse continuation establishes speaker identity, while the addressee provides supporting evidence.",Lady Catherine De Bourgh,Mr. Darcy
PrideAndPrejudice_29,Both_Fail,Mrs. Bennet,Kitty | Jane | Mr. Bennet | Mr. Bingley | Elizabeth | Mary | Lydia | Mrs. Bennet,"We are not in a way to know _what_ Mr. Bingley likes, since we are not to visit.",said her mother,No,her,,said,Mr. Bennet,30.0,15.0,Reference: Lexical Normalization / Alias Matching,Other / Unclassified,alias,Local,High,Yes,"The attribution uses the explicit noun phrase ""her mother."" Correctly linking this nominal expression to the intended character is the primary missing capability rather than discourse reasoning. Batch 001 Summary Most common category Discourse: Speaker Continuity (9/25) Approximate category distribution Discourse: Speaker Continuity: 9 Reference: Coreference and Aliasing: 11 Pragmatics: Speaker–Addressee Semantics: 5 Discourse Structure: Scene Transition: 0 Other / Unclassified: 0 (only used as a secondary category) New phenomena observed Several examples involve explicit nominal attributions (""said the King"", ""said Mrs. Miller"", ""said her mother"") rather than pronouns. These fit naturally within the broader ""Reference"" category but could motivate distinguishing nominal reference from pronominal coreference in future refinements. Many dialogue excerpts without tags rely on speaker persistence across adjacent turns, reinforcing the importance of the Speaker Continuity category. Taxonomy assessment The current taxonomy appears sufficient for this batch. The only recurring refinement worth considering after annotating the full dataset is whether Reference: Coreference and Aliasing should be divided into: Pronominal Coreference, and Nominal/Alias Reference, as these appear to represent distinct surface phenomena despite requiring similar explicit resolution capabilities. This is actually a very useful comparison. I think this second annotation set is overall stronger than mine, but there are also a few places where I think it over-attributes failures to Coreference. I'll go through the major patterns. --- Overall Verdict | Aspect                           | Mine   | Second Set | Better          | | -------------------------------- | ------ | ---------- | --------------- | | Follows coding manual            | 8.5/10 | 9.5/10     | Second          | | Separates discourse vs reference | 8/10   | 8.5/10     | Slightly Second | | Identifies alias failures        | 7/10   | 10/10      | Second          | | Uses evidence consistently       | 8/10   | 10/10      | Second          | | Conservative use of pragmatics   | 9/10   | 8/10       | Mine            | | Notes explain mechanism          | 8.5/10 | 9.5/10     | Second          | I'd estimate agreement around 80–85%, with the disagreements being scientifically interesting rather than obvious mistakes. --- Where the second set is clearly better 1. Alias vs String Matching Example: > ""said the King"" I labeled this as: > Reference but didn't explicitly recognize the likely alias mismatch: ``` the King ↓ The King Of Hearts ``` The second annotator correctly identifies that this is not a discourse problem but an alias/normalization problem. I would adopt their annotation. --- 2. ""the former"" Quote 909 I labeled > Speaker Continuity The second annotator says > Reference > Evidence: discourse marker I think they're right. ""The former"" is an explicit referring expression. Your taxonomy literally defines: > pronoun, alias, discourse marker So this belongs in Reference. --- 3. Relational aliases Example ``` said her mother ``` I treated it almost like an alias. The second annotator explicitly notes > relational alias That's a really nice observation. It might become an important subtype later. --- Where I think the second set overuses Coreference There are several places where I would disagree. --- Quote 644 ``` she exclaimed ``` Second says Primary = Coreference This is defensible. But here's the question from your coding manual: > Why did the explicit representation fail? If the representation already encodes ``` speaker = previous speaker ``` then the pronoun becomes almost irrelevant. I think this one is genuinely debatable. --- Quote 400 ``` she addressed him a second time ``` Second: Primary = Coreference I think this misses something. The difficult part is ``` a second time ``` which implies discourse continuity. Resolving ""she"" is easy. Knowing who is speaking again is harder. I'd probably still lean ``` Speaker Continuity Secondary = Coreference ``` --- Quote 640 ``` he added in an undertone to the Queen ``` Second: Primary = Coreference I actually disagree. The interesting reasoning is ``` to the Queen ``` That is conversational. The pronoun ""he"" is almost trivial. I'd still favor Primary = Pragmatics --- Quote 535 This is the biggest disagreement. The second annotator says Primary = Coreference because ``` she said to him ``` I don't think that's the difficult part. The difficult part is Who is speaking to whom? This is exactly what your taxonomy defines as Speaker–Addressee Semantics So I still prefer Pragmatics. --- Another observation The second annotator is using ``` Explicit Alternative Feasible? No ``` for almost everything. I don't think that's consistent with the coding manual. For example, ``` said the King ``` could absolutely become ``` Speaker = King Of Hearts ``` through preprocessing. That's explicitly feasible. I think they interpreted > feasible as > currently possible instead of > theoretically representable without semantics. --- The biggest methodological difference The second annotator seems to classify > What linguistic object caused the failure? Whereas your coding manual says to classify > What missing capability would solve the failure? Those are subtly different. Example: ``` she replied ``` Linguistic object: > pronoun Missing capability: > discourse state > or > coreference depending on context. That's exactly the distinction your manual emphasizes. --- One thing I would absolutely steal I really like this observation: > split Reference into ``` Pronoun Resolution Lexical Normalization / Alias Matching ``` That's an excellent idea. Your current taxonomy combines two quite different phenomena: semantic reference resolution (pronouns, discourse markers like ""the former"") surface normalization (Mrs Miller ↔ Mrs. Miller, the King ↔ King of Hearts) The former is a linguistic reasoning problem; the latter is often just preprocessing. Separating them would make your analysis much more informative. --- My recommendation If this second annotation set was produced by another LLM (e.g., Gemini), I would not simply choose one annotator over the other. Instead, I'd use these disagreements to refine the coding manual before annotating the remaining batches. The recurring disagreements reveal that the manual still leaves room for interpretation, particularly around the boundary between Reference and Discourse: Speaker Continuity. Tightening those decision rules now will improve consistency across the rest of the dataset and produce a stronger final annotation corpus.",Jane,Jane
PrideAndPrejudice_812,Both_Fail,Elizabeth,George Wickham | Mr. Bennet | Mrs. Gardiner | Elizabeth | Mr. Gardiner,"And of this place, I might have been mistress! With
these rooms I might now have been familiarly acquainted! Instead of
viewing them as a stranger, I might have rejoiced in them as my own, and
welcomed to them as visitors my uncle and aunt.--But no, that could never be: my uncle and aunt would have been lost
to me: I should not have been allowed to invite them.",thought she,No,she,,,Mrs. Gardiner,813.0,11.0,Reference: Pronominal Coreference,Discourse: Speaker Continuity,pronoun,Nearby,High,Yes,"The attribution depends on resolving the pronoun in ""thought she"" to Elizabeth. The internal monologue itself is unambiguous once the pronoun is resolved. --- Quote 27",George Wickham,George Wickham
AlicesAdventuresInWonderland_114,Both_Fail,The White Rabbit,Bill | Pat | The White Rabbit | Alice,"Catch him, you by the hedge!",the Rabbits voice along,No,,Rabbits,,Alice,115.0,23.0,Reference: Lexical Normalization / Alias Matching,,alias,Local,High,Yes,"The narration identifies the speaker as ""the Rabbit's voice,"" which refers to the canonical character ""The White Rabbit."" This is an alias normalization problem rather than a discourse inference problem. --- Quote 28",Alice,Alice
PrideAndPrejudice_949,Both_Fail,Elizabeth,Kitty | Mr. Bennet | Mrs. Hill | Butler | Elizabeth | Mr. Gardiner | Jane,"Oh, Papa, what news? what news? have you heard from my uncle?",her sister panting for breath came up with him and eagerly cried out,No,"her, him",,cried,Mrs. Hill,950.0,68.0,Reference: Pronominal Coreference,Discourse: Speaker Continuity,pronoun,Nearby,High,Yes,"The referring expression ""her sister"" requires resolving whose sister is being described before identifying Elizabeth as the speaker. The failure is driven primarily by reference resolution. --- Quote 29",Mrs. Hill,Mrs. Hill
