quote_id,quote_type,candidate,similarity_score,reason_unavailable,is_gold
AlicesAdventuresInWonderland_32,Explicit,Alice,0.12077487993294755,AVAILABLE,1
AlicesAdventuresInWonderland_33,Anaphoric,Alice,0.0,AVAILABLE,1
AlicesAdventuresInWonderland_33,Anaphoric,The White Rabbit,0.0,BELOW_MIN_QUOTES,0
AlicesAdventuresInWonderland_33,Anaphoric,The Mouse,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_34,Explicit,Alice,0.10143490297020481,AVAILABLE,1
AlicesAdventuresInWonderland_34,Explicit,The White Rabbit,0.0,BELOW_MIN_QUOTES,0
AlicesAdventuresInWonderland_34,Explicit,The Mouse,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_35,Explicit,The White Rabbit,0.0,BELOW_MIN_QUOTES,0
AlicesAdventuresInWonderland_35,Explicit,Alice,0.21608671926170575,AVAILABLE,0
AlicesAdventuresInWonderland_36,Explicit,Alice,0.3217426120590538,AVAILABLE,1
AlicesAdventuresInWonderland_36,Explicit,The Mouse,0.0,BELOW_MIN_QUOTES,0
AlicesAdventuresInWonderland_36,Explicit,Dinah,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_37,Explicit,Alice,0.111614797431464,AVAILABLE,0
AlicesAdventuresInWonderland_37,Explicit,The Mouse,0.0,BELOW_MIN_QUOTES,1
AlicesAdventuresInWonderland_38,Explicit,Alice,0.16566203827408602,AVAILABLE,1
AlicesAdventuresInWonderland_38,Explicit,The Mouse,0.0,BELOW_MIN_QUOTES,0
AlicesAdventuresInWonderland_39,Explicit,Alice,0.4462368316188821,AVAILABLE,1
AlicesAdventuresInWonderland_39,Explicit,A Farmer,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_39,Explicit,The Mouse,0.0,BELOW_MIN_QUOTES,0
AlicesAdventuresInWonderland_39,Explicit,A Little Bright-Eyed Terrier,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_40,Anaphoric,Alice,0.2727097446978014,AVAILABLE,1
AlicesAdventuresInWonderland_40,Anaphoric,The Mouse,0.0,BELOW_MIN_QUOTES,0
AlicesAdventuresInWonderland_41,Anaphoric,Alice,0.45058871100665515,AVAILABLE,0
AlicesAdventuresInWonderland_41,Anaphoric,The Mouse,0.0,BELOW_MIN_QUOTES,1
AlicesAdventuresInWonderland_42,Explicit,An Old Crab,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_42,Explicit,The Eaglet,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_42,Explicit,The Mouse,0.0,BELOW_MIN_QUOTES,0
AlicesAdventuresInWonderland_42,Explicit,Old Magpie,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_42,Explicit,The Duck,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_42,Explicit,Alice,0.19154907909855723,AVAILABLE,0
AlicesAdventuresInWonderland_42,Explicit,The Dodo,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_42,Explicit,A Canary,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_42,Explicit,The Young Crab,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_43,Explicit,An Old Crab,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_43,Explicit,The Eaglet,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_43,Explicit,The Young Crab,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_43,Explicit,The Mouse,0.0,BELOW_MIN_QUOTES,1
AlicesAdventuresInWonderland_43,Explicit,Old Magpie,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_43,Explicit,The Duck,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_43,Explicit,Alice,0.30715681756249363,AVAILABLE,0
AlicesAdventuresInWonderland_43,Explicit,The Dodo,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_43,Explicit,A Canary,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_43,Explicit,The Lory,0.0,BELOW_MIN_QUOTES,0
AlicesAdventuresInWonderland_44,Explicit,An Old Crab,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_44,Explicit,The Eaglet,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_44,Explicit,The Young Crab,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_44,Explicit,The Mouse,0.0,BELOW_MIN_QUOTES,1
AlicesAdventuresInWonderland_44,Explicit,Old Magpie,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_44,Explicit,The Duck,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_44,Explicit,The Pope,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_44,Explicit,Alice,0.3683200371686104,AVAILABLE,0
AlicesAdventuresInWonderland_44,Explicit,Edwin,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_44,Explicit,Morcar,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_44,Explicit,William The Conqueror,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_44,Explicit,The Dodo,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_44,Explicit,A Canary,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_44,Explicit,The Lory,0.0,BELOW_MIN_QUOTES,0
AlicesAdventuresInWonderland_45,Explicit,An Old Crab,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_45,Explicit,The Lory,0.0,BELOW_MIN_QUOTES,1
AlicesAdventuresInWonderland_45,Explicit,The Eaglet,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_45,Explicit,The Mouse,0.0,BELOW_MIN_QUOTES,0
AlicesAdventuresInWonderland_45,Explicit,Old Magpie,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_45,Explicit,The Duck,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_45,Explicit,Alice,0.0,AVAILABLE,0
AlicesAdventuresInWonderland_45,Explicit,The Dodo,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_45,Explicit,A Canary,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_45,Explicit,The Young Crab,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_46,Explicit,An Old Crab,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_46,Explicit,The Eaglet,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_46,Explicit,The Young Crab,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_46,Explicit,The Mouse,0.0,BELOW_MIN_QUOTES,1
AlicesAdventuresInWonderland_46,Explicit,Old Magpie,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_46,Explicit,The Duck,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_46,Explicit,Alice,0.12080480765495571,AVAILABLE,0
AlicesAdventuresInWonderland_46,Explicit,The Dodo,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_46,Explicit,A Canary,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_46,Explicit,The Lory,0.0,BELOW_MIN_QUOTES,0
AlicesAdventuresInWonderland_47,Explicit,An Old Crab,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_47,Explicit,The Lory,0.0,BELOW_MIN_QUOTES,1
AlicesAdventuresInWonderland_47,Explicit,The Eaglet,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_47,Explicit,The Mouse,0.0470059510005071,AVAILABLE,0
AlicesAdventuresInWonderland_47,Explicit,Old Magpie,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_47,Explicit,The Duck,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_47,Explicit,Alice,0.046067628488717656,AVAILABLE,0
AlicesAdventuresInWonderland_47,Explicit,The Dodo,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_47,Explicit,A Canary,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_47,Explicit,The Young Crab,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_48,Explicit,An Old Crab,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_48,Explicit,The Eaglet,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_48,Explicit,The Young Crab,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_48,Explicit,The Mouse,0.32155933665326936,AVAILABLE,1
AlicesAdventuresInWonderland_48,Explicit,Old Magpie,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_48,Explicit,The Duck,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_48,Explicit,The Dodo,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_48,Explicit,Edwin,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_48,Explicit,Alice,0.2789702621304522,AVAILABLE,0
AlicesAdventuresInWonderland_48,Explicit,Morcar,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_48,Explicit,William The Conqueror,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_48,Explicit,Stigand,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_48,Explicit,A Canary,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_48,Explicit,The Lory,0.0,BELOW_MIN_QUOTES,0
AlicesAdventuresInWonderland_49,Explicit,An Old Crab,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_49,Explicit,The Eaglet,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_49,Explicit,The Mouse,0.029537151864774215,AVAILABLE,0
AlicesAdventuresInWonderland_49,Explicit,The Young Crab,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_49,Explicit,Old Magpie,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_49,Explicit,Alice,0.0,AVAILABLE,0
AlicesAdventuresInWonderland_49,Explicit,The Dodo,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_49,Explicit,A Canary,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_49,Explicit,The Lory,0.0,BELOW_MIN_QUOTES,0
AlicesAdventuresInWonderland_50,Explicit,An Old Crab,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_50,Explicit,The Eaglet,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_50,Explicit,The Young Crab,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_50,Explicit,The Mouse,0.15436680231922173,AVAILABLE,1
AlicesAdventuresInWonderland_50,Explicit,Old Magpie,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_50,Explicit,The Duck,0.0,BELOW_MIN_QUOTES,0
AlicesAdventuresInWonderland_50,Explicit,Alice,0.17012806057835064,AVAILABLE,0
AlicesAdventuresInWonderland_50,Explicit,The Dodo,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_50,Explicit,A Canary,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_50,Explicit,The Lory,0.0,BELOW_MIN_QUOTES,0
AlicesAdventuresInWonderland_51,Explicit,An Old Crab,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_51,Explicit,Stigand,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_51,Explicit,The Eaglet,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_51,Explicit,The Mouse,0.18381249491055704,AVAILABLE,0
AlicesAdventuresInWonderland_51,Explicit,The Young Crab,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_51,Explicit,Old Magpie,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_51,Explicit,The Duck,0.0,BELOW_MIN_QUOTES,1
AlicesAdventuresInWonderland_51,Explicit,Alice,0.14707090634173772,AVAILABLE,0
AlicesAdventuresInWonderland_51,Explicit,The Dodo,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_51,Explicit,A Canary,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_51,Explicit,The Lory,0.0,BELOW_MIN_QUOTES,0
AlicesAdventuresInWonderland_52,Explicit,An Old Crab,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_52,Explicit,The Eaglet,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_52,Explicit,The Young Crab,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_52,Explicit,The Mouse,0.28543036919034903,AVAILABLE,1
AlicesAdventuresInWonderland_52,Explicit,Old Magpie,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_52,Explicit,The Duck,0.0,BELOW_MIN_QUOTES,0
AlicesAdventuresInWonderland_52,Explicit,Edgar Atheling,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_52,Explicit,Alice,0.2991412438032218,AVAILABLE,0
AlicesAdventuresInWonderland_52,Explicit,William The Conqueror,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_52,Explicit,The Dodo,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_52,Explicit,A Canary,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_52,Explicit,The Lory,0.0,BELOW_MIN_QUOTES,0
AlicesAdventuresInWonderland_53,Explicit,An Old Crab,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_53,Explicit,The Eaglet,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_53,Explicit,The Mouse,0.1319361484487454,AVAILABLE,0
AlicesAdventuresInWonderland_53,Explicit,The Young Crab,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_53,Explicit,Old Magpie,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_53,Explicit,The Duck,0.0,BELOW_MIN_QUOTES,0
AlicesAdventuresInWonderland_53,Explicit,Alice,0.15168603402011188,AVAILABLE,1
AlicesAdventuresInWonderland_53,Explicit,The Dodo,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_53,Explicit,A Canary,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_53,Explicit,The Lory,0.0,BELOW_MIN_QUOTES,0
AlicesAdventuresInWonderland_54,Explicit,An Old Crab,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_54,Explicit,The Eaglet,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_54,Explicit,The Mouse,0.14556405521727797,AVAILABLE,0
AlicesAdventuresInWonderland_54,Explicit,The Young Crab,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_54,Explicit,Old Magpie,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_54,Explicit,The Duck,0.0,BELOW_MIN_QUOTES,0
AlicesAdventuresInWonderland_54,Explicit,Alice,0.14912369608685977,AVAILABLE,0
AlicesAdventuresInWonderland_54,Explicit,A Canary,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_54,Explicit,The Lory,0.0,BELOW_MIN_QUOTES,0
AlicesAdventuresInWonderland_55,Explicit,An Old Crab,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_55,Explicit,The Young Crab,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_55,Explicit,The Mouse,0.26747388244812303,AVAILABLE,0
AlicesAdventuresInWonderland_55,Explicit,Old Magpie,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_55,Explicit,The Duck,0.0,BELOW_MIN_QUOTES,0
AlicesAdventuresInWonderland_55,Explicit,Alice,0.20965364177689544,AVAILABLE,0
AlicesAdventuresInWonderland_55,Explicit,The Dodo,0.0,BELOW_MIN_QUOTES,0
AlicesAdventuresInWonderland_55,Explicit,A Canary,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_55,Explicit,The Lory,0.0,BELOW_MIN_QUOTES,0
AlicesAdventuresInWonderland_56,Explicit,An Old Crab,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_56,Explicit,The Eaglet,0.0,BELOW_MIN_QUOTES,0
AlicesAdventuresInWonderland_56,Explicit,The Mouse,0.17835939974988851,AVAILABLE,0
AlicesAdventuresInWonderland_56,Explicit,The Young Crab,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_56,Explicit,Old Magpie,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_56,Explicit,The Duck,0.0,BELOW_MIN_QUOTES,0
AlicesAdventuresInWonderland_56,Explicit,Alice,0.22188778407876447,AVAILABLE,0
AlicesAdventuresInWonderland_56,Explicit,The Dodo,0.0,BELOW_MIN_QUOTES,1
AlicesAdventuresInWonderland_56,Explicit,A Canary,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_56,Explicit,The Lory,0.0,BELOW_MIN_QUOTES,0
AlicesAdventuresInWonderland_57,Explicit,An Old Crab,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_57,Explicit,The Eaglet,0.0,BELOW_MIN_QUOTES,0
AlicesAdventuresInWonderland_57,Explicit,The Mouse,0.009961758184398125,AVAILABLE,0
AlicesAdventuresInWonderland_57,Explicit,The Young Crab,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_57,Explicit,Old Magpie,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_57,Explicit,The Duck,0.0,BELOW_MIN_QUOTES,0
AlicesAdventuresInWonderland_57,Explicit,Alice,0.009158854280706539,AVAILABLE,1
AlicesAdventuresInWonderland_57,Explicit,The Dodo,0.0,BELOW_MIN_QUOTES,0
AlicesAdventuresInWonderland_57,Explicit,A Canary,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_57,Explicit,The Lory,0.0,BELOW_MIN_QUOTES,0
AlicesAdventuresInWonderland_58,Explicit,An Old Crab,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_58,Explicit,The Eaglet,0.0,BELOW_MIN_QUOTES,0
AlicesAdventuresInWonderland_58,Explicit,The Mouse,0.19719151724161285,AVAILABLE,0
AlicesAdventuresInWonderland_58,Explicit,The Young Crab,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_58,Explicit,Old Magpie,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_58,Explicit,The Duck,0.0,BELOW_MIN_QUOTES,0
AlicesAdventuresInWonderland_58,Explicit,Alice,0.3081968105587373,AVAILABLE,0
AlicesAdventuresInWonderland_58,Explicit,The Dodo,0.0,BELOW_MIN_QUOTES,1
AlicesAdventuresInWonderland_58,Explicit,A Canary,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_58,Explicit,The Lory,0.0,BELOW_MIN_QUOTES,0
AlicesAdventuresInWonderland_59,Anaphoric,An Old Crab,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_59,Anaphoric,The Eaglet,0.0,BELOW_MIN_QUOTES,0
AlicesAdventuresInWonderland_59,Anaphoric,The Mouse,0.0949849288829034,AVAILABLE,0
AlicesAdventuresInWonderland_59,Anaphoric,The Young Crab,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_59,Anaphoric,Old Magpie,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_59,Anaphoric,The Duck,0.0,BELOW_MIN_QUOTES,0
AlicesAdventuresInWonderland_59,Anaphoric,Alice,0.054818218487309736,AVAILABLE,0
AlicesAdventuresInWonderland_59,Anaphoric,The Dodo,0.0,BELOW_MIN_QUOTES,1
AlicesAdventuresInWonderland_59,Anaphoric,A Canary,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_59,Anaphoric,The Lory,0.0,BELOW_MIN_QUOTES,0
AlicesAdventuresInWonderland_60,Explicit,An Old Crab,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_60,Explicit,The Eaglet,0.0,BELOW_MIN_QUOTES,0
